date,load_mw,gen_wind_mw,gen_solar_mw,gen_thermal_total_mw,gen_thermal_total_kwh,rice_fuel_cost,rice_o_and_m_cost,rice_total_cost,combustion_fuel_cost,combustion_o_and_m_cost,combustion_total_cost
2017-06-02 10:59:59.999233,38.6,6.52559,10.5982,21.476210000000002,21476.210000000003,3795.8042386690654,225.50020500000005,4021.304443669065,6829.125769784174,98.79056600000001,6927.9163357841735
2017-06-02 11:59:59.999233,40.0,6.58201,8.41634,25.001650000000005,25001.650000000005,4418.906736510792,262.5173250000001,4681.424061510792,7950.16496402878,115.00759000000002,8065.17255402878
2017-06-02 12:59:59.999233,39.5,8.14047,11.763819999999999,19.59571,19595.71,3463.4360102517985,205.754955,3669.1909652517984,6231.153827338129,90.140266,6321.29409333813
2017-06-02 13:59:59.999233,39.9,7.57117,15.79259,16.536239999999996,16536.239999999994,2922.691195683452,173.63051999999996,3096.321715683452,5258.286388489207,76.06670399999997,5334.353092489207
2017-06-02 14:59:59.999232,40.3,7.578729999999999,14.60717,18.114099999999997,18114.1,3201.5694370503593,190.19805,3391.7674870503593,5760.023165467626,83.32485999999999,5843.348025467626
2017-06-02 15:59:59.999232,39.0,7.628430000000001,11.445229999999999,19.92634,19926.34,3521.873078776978,209.22657,3731.099648776978,6336.289410071942,91.661164,6427.950574071942
2017-06-02 16:59:59.999232,41.2,7.29899,7.08275,26.81826,26818.26,4739.982752158274,281.59173,5021.574482158274,8527.820805755397,123.36399599999999,8651.184801755397
2017-06-02 17:59:59.999232,42.3,9.42784,2.326413,30.545746999999995,30545.746999999996,5398.795967068345,320.7303435,5719.526310568345,9713.10803884892,140.5104362,9853.618475048921
2017-06-02 18:59:59.999232,43.0,7.26905,0.12838917,35.60256083,35602.56083,6292.560526554136,373.82688871500005,6666.387415269136,11321.102076877698,163.771779818,11484.873856695698
2017-06-02 19:59:59.999231,42.6,6.17054,0.0,36.42946,36429.46,6438.710493165468,382.50933000000003,6821.2198231654675,11584.044115107914,167.575516,11751.619631107915
2017-06-02 20:59:59.999231,42.8,3.9144200000000002,0.0,38.88558,38885.579999999994,6872.816450719424,408.29859,7281.1150407194245,12365.054935251796,178.87366799999998,12543.928603251796
2017-06-02 21:59:59.999231,41.9,3.50909,0.0,38.39091,38390.909999999996,6785.3861973021585,403.104555,7188.490752302158,12207.756992805755,176.59818599999997,12384.355178805754
2017-06-02 22:59:59.999231,41.4,4.28725,0.0,37.11275,37112.75,6559.478313848921,389.683875,6949.162188848921,11801.320503597124,170.71865,11972.039153597125
2017-06-02 23:59:59.999231,43.2,3.89642,0.0,39.303580000000004,39303.58,6946.695695323741,412.68759000000006,7359.383285323742,12497.97292086331,180.796468,12678.769388863311
2017-06-03 00:59:59.999230,35.6,4.48055,0.0,31.11945,31119.45,5500.194876798561,326.754225,5826.949101798561,9895.537338129498,143.14947,10038.686808129498
2017-06-03 01:59:59.999230,34.8,5.22262,0.0,29.577379999999998,29577.379999999997,5227.642324820144,310.56248999999997,5538.204814820144,9405.18126618705,136.05594799999997,9541.23721418705
